record_id,region,country,date,network_type,operator,device_type,signal_strength_dbm,latency_ms,throughput_mbps,data_usage_gb,call_drop_rate,packet_loss_percent,jitter_ms,download_speed_mbps,upload_speed_mbps,num_connected_users,network_availability_percent,temperature_celsius,weather_condition
R00162,North,Spain,2023-01-07 17:00:00,5G,Orange,Tablet,-61,110,34.46,23.02,1.99,0.24,19.64,232.83,117.61,698,98.47,3.3,Clear
R00163,Central,Germany,2023-01-07 18:00:00,4G,Telecom Italia,Router,-51,111,82.25,26.53,1.65,0.51,18.44,212.86,10.05,436,97.75,5.0,Rainy
R00164,North,Germany,2023-01-07 19:00:00,4G,Deutsche Telekom,Router,-74,105,128.83,16.45,1.12,0.71,8.74,41.71,11.02,612,99.6,-2.8,Cloudy
R00165,East,Spain,2023-01-07 20:00:00,4G,Orange,Smartphone,-89,79,240.07,20.36,0.19,0.61,4.06,172.45,76.14,277,95.6,24.9,Cloudy
R00166,South,Netherlands,2023-01-07 21:00:00,5G,O2,Tablet,-63,76,27.27,13.42,1.91,0.34,2.71,105.99,31.48,638,95.61,36.8,Stormy
R00167,West,Spain,2023-01-07 22:00:00,4G,Deutsche Telekom,Router,-51,77,90.9,9.91,1.72,0.82,11.1,291.6,70.33,482,99.11,16.8,Stormy
R00168,East,France,2023-01-07 23:00:00,5G,Vodafone,Smartphone,-60,86,232.21,12.65,1.68,0.11,15.5,133.26,11.37,275,97.41,35.4,Cloudy
R00169,North,Spain,2023-01-08 00:00:00,5G,Vodafone,Router,-52,41,225.51,27.4,0.78,0.14,4.34,21.77,146.65,769,99.23,32.8,Stormy
R00170,West,Germany,2023-01-08 01:00:00,5G,Telecom Italia,Router,-89,77,217.66,5.34,0.89,0.4,7.05,106.2,99.86,724,96.95,30.8,Clear
R00171,North,Spain,2023-01-08 02:00:00,4G,Telecom Italia,Router,-69,104,84.01,7.83,0.24,0.7,12.98,100.69,104.57,65,97.26,2.5,Rainy
R00172,North,Italy,2023-01-08 03:00:00,5G,O2,Smartphone,-94,99,213.24,18.38,1.88,0.69,9.76,11.63,78.91,217,96.66,12.0,Rainy
R00173,South,France,2023-01-08 04:00:00,5G,O2,Tablet,-79,92,131.28,3.93,1.89,0.37,12.47,151.46,124.61,886,99.75,24.9,Cloudy
R00174,West,Spain,2023-01-08 05:00:00,4G,Vodafone,Tablet,-95,96,158.75,26.81,0.51,0.7,13.85,272.68,125.84,57,97.32,10.5,Clear
R00175,West,Germany,2023-01-08 06:00:00,5G,Orange,Router,-66,93,67.32,1.89,1.39,0.06,8.23,242.67,28.07,487,98.78,27.0,Clear
R00176,South,France,2023-01-08 07:00:00,5G,Vodafone,Tablet,-74,68,179.6,22.78,0.41,0.29,15.93,208.55,116.42,722,98.48,7.9,Stormy
R00177,East,Germany,2023-01-08 08:00:00,4G,Vodafone,Router,-68,104,88.65,11.52,0.79,0.69,14.35,109.63,87.17,484,96.18,12.7,Stormy
R00178,North,Netherlands,2023-01-08 09:00:00,5G,O2,Smartphone,-63,68,92.53,2.01,0.6,0.18,14.06,77.27,115.55,783,99.57,27.9,Stormy
R00179,Central,Italy,2023-01-08 10:00:00,4G,Telecom Italia,Smartphone,-70,61,162.84,25.37,0.78,0.21,3.84,109.36,138.21,435,97.72,0.3,Rainy
R00180,North,Netherlands,2023-01-08 11:00:00,5G,O2,Smartphone,-61,59,67.56,19.39,0.62,0.09,10.01,45.69,53.59,215,99.28,30.4,Rainy
R00181,North,Italy,2023-01-08 12:00:00,5G,O2,Router,-85,90,63.87,0.76,0.69,0.36,11.97,38.85,87.78,361,99.16,27.1,Clear
R00182,East,Spain,2023-01-08 13:00:00,4G,O2,Tablet,-89,65,98.6,8.39,1.58,0.82,5.3,176.61,119.19,791,95.29,15.2,Clear
R00183,North,France,2023-01-08 14:00:00,5G,Vodafone,Smartphone,-68,41,196.74,10.89,0.6,0.84,15.41,246.06,148.08,581,98.1,14.7,Clear
R00184,South,Spain,2023-01-08 15:00:00,5G,Orange,Router,-71,101,63.92,10.02,1.63,0.86,3.3,38.82,93.82,101,98.94,35.8,Stormy
R00185,South,Italy,2023-01-08 16:00:00,5G,Vodafone,Tablet,-55,40,198.96,15.2,1.14,0.04,3.85,107.2,109.58,954,99.53,27.2,Rainy
R00186,West,Italy,2023-01-08 17:00:00,4G,Deutsche Telekom,Tablet,-65,70,176.95,16.04,1.56,0.99,8.85,45.6,127.72,370,97.53,22.9,Stormy
R00187,Central,Italy,2023-01-08 18:00:00,4G,O2,Tablet,-93,33,172.98,12.2,1.84,0.5,3.57,100.04,113.94,627,98.75,33.9,Stormy
R00188,North,Germany,2023-01-08 19:00:00,4G,O2,Router,-63,93,123.94,10.29,0.28,0.87,1.22,250.78,141.64,324,99.85,9.9,Rainy
R00189,North,France,2023-01-08 20:00:00,4G,Deutsche Telekom,Router,-62,116,189.01,15.38,0.69,0.91,8.82,20.11,38.31,961,99.14,7.9,Stormy
R00190,East,Spain,2023-01-08 21:00:00,4G,O2,Router,-75,28,13.24,1.49,0.11,0.51,13.32,197.69,136.63,794,99.27,4.4,Rainy
R00191,South,Spain,2023-01-08 22:00:00,5G,O2,Smartphone,-59,37,83.35,19.53,0.81,0.05,10.41,27.35,35.03,502,97.04,18.4,Cloudy
R00192,Central,Netherlands,2023-01-08 23:00:00,4G,O2,Router,-77,32,172.99,18.38,0.47,0.6,1.99,133.7,86.94,913,95.46,39.5,Clear
R00193,West,Italy,2023-01-09 00:00:00,4G,Deutsche Telekom,Smartphone,-59,36,246.95,8.74,1.14,0.33,5.42,147.48,80.82,325,99.83,36.8,Cloudy
R00194,South,Italy,2023-01-09 01:00:00,4G,Vodafone,Smartphone,-75,106,10.6,5.8,1.57,0.21,10.96,126.44,125.54,924,98.48,15.5,Clear
R00195,West,Italy,2023-01-09 02:00:00,5G,O2,Smartphone,-82,44,132.39,2.65,0.97,0.18,15.02,194.84,62.79,357,95.86,0.0,Clear
R00196,East,Spain,2023-01-09 03:00:00,5G,Orange,Router,-86,73,231.72,17.83,0.67,0.56,16.08,292.36,25.76,703,99.87,34.4,Cloudy
R00197,East,Netherlands,2023-01-09 04:00:00,4G,Deutsche Telekom,Smartphone,-89,35,217.25,17.28,0.31,0.1,10.87,87.52,107.49,683,98.58,36.5,Rainy
R00198,North,Germany,2023-01-09 05:00:00,5G,Telecom Italia,Router,-67,43,15.55,16.23,0.05,0.82,13.28,186.83,92.96,766,95.45,2.7,Stormy
R00199,Central,France,2023-01-09 06:00:00,5G,Deutsche Telekom,Router,-56,114,137.09,29.58,1.36,0.23,18.16,112.94,124.92,140,95.85,34.8,Cloudy
R00200,West,Germany,2023-01-09 07:00:00,5G,Vodafone,Smartphone,-88,94,11.03,16.18,0.06,0.55,2.24,299.86,115.0,980,99.33,15.1,Clear
R00201,South,Spain,2023-01-09 08:00:00,5G,Deutsche Telekom,Smartphone,-57,42,199.5,21.79,1.84,0.13,2.88,285.79,134.75,490,99.77,-4.5,Rainy
R00202,East,Italy,2023-01-09 09:00:00,4G,Telecom Italia,Smartphone,-83,60,84.13,3.83,1.19,0.86,9.7,37.09,126.67,683,96.82,37.4,Cloudy
R00203,North,France,2023-01-09 10:00:00,4G,Orange,Router,-77,105,193.74,9.32,0.71,0.69,12.58,292.34,104.48,467,97.07,-3.1,Rainy
R00204,North,Spain,2023-01-09 11:00:00,5G,Telecom Italia,Router,-85,52,236.75,8.63,0.08,0.21,1.09,224.1,72.53,748,96.98,-3.4,Cloudy
R00205,West,Spain,2023-01-09 12:00:00,5G,Deutsche Telekom,Smartphone,-94,61,244.26,17.49,0.83,0.72,9.6,297.78,7.95,641,99.18,38.4,Cloudy
R00206,East,Spain,2023-01-09 13:00:00,5G,Telecom Italia,Smartphone,-90,67,224.59,10.26,1.73,0.08,4.28,233.58,49.6,717,97.27,4.7,Rainy
R00207,Central,France,2023-01-09 14:00:00,5G,Deutsche Telekom,Tablet,-67,37,58.99,19.41,1.94,0.77,13.26,47.39,110.49,988,96.88,20.0,Rainy
R00208,East,France,2023-01-09 15:00:00,4G,Orange,Smartphone,-55,82,56.7,20.86,0.17,0.49,6.09,227.64,13.63,468,98.11,37.4,Rainy
R00209,West,Netherlands,2023-01-09 16:00:00,5G,Orange,Tablet,-91,97,160.19,1.49,1.55,0.12,18.14,220.72,114.71,448,97.45,37.3,Rainy
R00210,West,Netherlands,2023-01-09 17:00:00,4G,Vodafone,Tablet,-55,111,140.57,19.37,0.52,0.55,2.21,58.35,79.88,308,97.67,2.8,Cloudy
R00211,East,Germany,2023-01-09 18:00:00,5G,Orange,Router,-66,30,12.29,3.95,0.76,0.2,16.37,228.42,130.83,972,97.04,18.1,Stormy
R00212,West,France,2023-01-09 19:00:00,4G,O2,Router,-57,43,104.01,14.22,1.1,0.67,8.45,205.68,100.67,688,97.3,-4.7,Rainy
R00213,East,France,2023-01-09 20:00:00,5G,Telecom Italia,Tablet,-60,80,227.61,21.93,1.99,0.71,17.29,298.39,120.77,932,95.18,-0.9,Cloudy
R00214,South,France,2023-01-09 21:00:00,4G,Telecom Italia,Tablet,-69,83,225.61,21.25,0.42,0.76,16.49,189.43,29.87,53,99.63,37.7,Rainy
R00215,East,Netherlands,2023-01-09 22:00:00,4G,Deutsche Telekom,Smartphone,-78,55,58.94,9.34,0.26,0.89,5.55,130.24,30.07,262,95.15,13.7,Stormy
R00216,East,Spain,2023-01-09 23:00:00,4G,Orange,Tablet,-60,102,101.67,8.53,1.19,0.65,1.96,286.64,35.61,455,98.86,1.8,Cloudy
R00217,West,Italy,2023-01-10 00:00:00,5G,Vodafone,Smartphone,-80,96,144.49,13.49,1.71,0.49,14.21,192.07,53.33,118,96.49,23.4,Stormy
R00218,West,Netherlands,2023-01-10 01:00:00,4G,Vodafone,Router,-91,116,214.67,6.07,1.3,0.85,4.88,111.1,136.14,922,95.56,2.8,Cloudy
R00219,North,France,2023-01-10 02:00:00,5G,Vodafone,Smartphone,-87,72,137.68,29.25,0.7,0.9,18.68,16.1,117.27,280,98.05,39.1,Cloudy
R00220,North,Netherlands,2023-01-10 03:00:00,4G,O2,Router,-62,102,242.37,10.68,1.95,0.78,2.28,229.43,57.87,840,98.53,25.2,Rainy
R00221,South,Germany,2023-01-10 04:00:00,4G,Orange,Tablet,-62,66,201.77,27.73,1.99,0.94,7.16,44.66,138.18,958,98.15,11.6,Stormy
R00222,North,France,2023-01-10 05:00:00,5G,Vodafone,Tablet,-60,71,238.74,27.29,1.54,0.98,1.24,277.86,117.94,621,97.88,12.2,Clear
R00223,East,Germany,2023-01-10 06:00:00,4G,O2,Tablet,-65,115,185.56,11.26,1.6,0.25,7.02,288.8,100.13,332,97.68,36.3,Stormy
R00224,West,France,2023-01-10 07:00:00,5G,Telecom Italia,Smartphone,-76,98,220.63,8.0,1.52,0.18,11.28,78.56,68.3,680,97.71,35.3,Clear
R00225,North,Netherlands,2023-01-10 08:00:00,5G,Deutsche Telekom,Router,-79,76,209.44,23.24,0.52,0.45,13.44,42.71,99.49,355,99.33,37.7,Stormy
R00226,North,Spain,2023-01-10 09:00:00,5G,Orange,Router,-76,94,70.92,7.27,0.3,1.0,14.8,182.64,91.02,317,95.45,15.4,Rainy
R00227,South,Italy,2023-01-10 10:00:00,5G,Orange,Router,-68,42,65.09,15.88,1.11,0.09,16.84,71.98,118.37,187,95.79,33.3,Stormy
R00228,South,Germany,2023-01-10 11:00:00,4G,Telecom Italia,Router,-75,78,217.45,3.77,1.91,0.71,3.1,167.13,37.71,98,99.06,16.8,Stormy
R00229,East,Netherlands,2023-01-10 12:00:00,4G,Orange,Router,-77,88,30.32,11.88,1.76,0.85,15.48,130.12,133.41,791,96.52,23.5,Clear
R00230,West,Spain,2023-01-10 13:00:00,5G,Orange,Smartphone,-93,75,108.06,2.81,0.21,1.0,6.29,239.69,90.82,781,98.86,17.8,Clear
R00231,South,Netherlands,2023-01-10 14:00:00,4G,Orange,Router,-66,105,206.96,8.86,0.11,0.62,3.63,299.96,121.98,924,96.76,22.4,Stormy
R00232,North,Germany,2023-01-10 15:00:00,4G,Orange,Tablet,-91,61,205.18,20.13,1.75,0.38,6.05,142.47,55.36,84,99.63,17.9,Rainy
R00233,West,Italy,2023-01-10 16:00:00,5G,O2,Router,-54,37,43.31,29.74,1.23,0.17,17.3,208.66,61.83,983,96.41,2.0,Clear
R00234,West,Netherlands,2023-01-10 17:00:00,4G,O2,Tablet,-90,90,127.05,8.02,0.61,0.98,12.92,109.12,140.91,231,97.13,-0.1,Rainy
R00235,North,France,2023-01-10 18:00:00,5G,Deutsche Telekom,Smartphone,-93,52,125.16,14.46,1.12,0.92,12.35,260.13,95.18,169,95.79,37.3,Clear
R00236,South,Spain,2023-01-10 19:00:00,4G,Orange,Smartphone,-54,22,87.69,13.72,0.44,0.8,12.11,20.72,51.07,837,98.33,17.9,Cloudy
R00237,North,Netherlands,2023-01-10 20:00:00,4G,Telecom Italia,Tablet,-72,47,230.12,5.93,1.89,0.94,8.76,153.12,16.91,317,97.01,37.4,Cloudy
R00238,West,Spain,2023-01-10 21:00:00,5G,Vodafone,Router,-52,20,166.75,18.5,1.65,0.06,8.92,61.26,67.98,820,99.71,25.9,Cloudy
R00239,Central,France,2023-01-10 22:00:00,4G,Deutsche Telekom,Smartphone,-95,82,245.24,21.88,1.92,0.63,3.82,61.28,128.12,819,95.08,-1.0,Cloudy
R00240,Central,Italy,2023-01-10 23:00:00,4G,Vodafone,Smartphone,-60,66,26.02,4.84,0.37,0.27,7.32,164.57,41.46,525,96.94,4.1,Cloudy
R00241,East,Italy,2023-01-11 00:00:00,5G,Vodafone,Smartphone,-81,56,104.64,22.84,1.69,0.77,10.73,99.26,129.74,327,95.12,29.5,Cloudy
R00242,North,France,2023-01-11 01:00:00,4G,Orange,Router,-55,105,210.43,21.15,1.12,0.1,12.51,143.11,28.44,852,96.65,3.0,Rainy
R00243,North,Spain,2023-01-11 02:00:00,5G,Telecom Italia,Tablet,-58,67,111.44,6.32,0.65,0.26,2.36,98.64,23.84,286,96.9,-4.7,Rainy
R00244,East,Netherlands,2023-01-11 03:00:00,4G,Vodafone,Tablet,-52,38,72.85,19.64,0.96,0.85,7.34,141.97,92.83,293,96.29,0.0,Clear
R00245,East,France,2023-01-11 04:00:00,5G,Vodafone,Router,-78,33,249.47,12.11,1.89,0.75,7.45,92.92,121.67,570,96.28,16.5,Stormy
R00246,East,Germany,2023-01-11 05:00:00,5G,Deutsche Telekom,Smartphone,-73,86,219.55,20.59,1.38,0.99,10.79,243.03,118.11,904,96.3,2.3,Stormy
R00247,West,Spain,2023-01-11 06:00:00,5G,Telecom Italia,Router,-67,102,141.15,15.13,0.72,0.64,14.49,171.77,83.82,303,96.33,-3.0,Stormy
R00248,North,Italy,2023-01-11 07:00:00,5G,Telecom Italia,Router,-55,116,144.81,1.92,2.0,0.3,13.07,56.82,97.61,834,96.41,28.5,Stormy
R00249,West,France,2023-01-11 08:00:00,5G,Vodafone,Tablet,-74,104,11.65,23.72,0.69,0.55,11.85,12.45,42.44,703,99.26,38.7,Cloudy
R00250,East,Italy,2023-01-11 09:00:00,4G,Telecom Italia,Router,-72,84,245.44,16.89,1.63,0.94,6.54,15.07,84.93,293,95.2,39.0,Stormy
R00251,North,Spain,2023-01-11 10:00:00,4G,Deutsche Telekom,Router,-51,45,203.51,21.88,1.57,0.65,16.94,132.29,35.12,977,99.94,35.5,Cloudy
R00252,West,Italy,2023-01-11 11:00:00,5G,Deutsche Telekom,Smartphone,-83,29,18.82,4.22,1.45,0.88,15.92,101.09,139.61,665,96.41,-4.1,Stormy
R00253,West,France,2023-01-11 12:00:00,4G,Deutsche Telekom,Smartphone,-63,118,52.32,21.78,1.34,0.02,4.49,86.01,103.32,747,95.14,5.8,Clear
R00254,East,Spain,2023-01-11 13:00:00,5G,Orange,Tablet,-74,96,207.05,12.7,0.22,0.37,13.45,190.65,86.87,85,95.88,1.2,Rainy
R00255,North,Germany,2023-01-11 14:00:00,4G,Vodafone,Smartphone,-61,89,30.85,24.08,1.99,0.94,18.23,245.83,40.84,210,99.71,23.8,Cloudy
R00256,East,France,2023-01-11 15:00:00,4G,Telecom Italia,Router,-79,62,236.03,18.18,0.32,0.04,9.28,28.38,64.3,625,99.99,33.2,Rainy
R00257,North,Netherlands,2023-01-11 16:00:00,5G,Deutsche Telekom,Router,-74,89,249.97,10.97,1.19,0.52,18.57,41.89,118.13,190,96.23,20.7,Stormy
R00258,Central,France,2023-01-11 17:00:00,5G,Vodafone,Router,-91,118,222.74,6.46,0.5,0.35,1.42,116.94,39.71,723,96.13,10.6,Rainy
R00259,South,Spain,2023-01-11 18:00:00,4G,Vodafone,Tablet,-71,99,187.34,24.57,0.34,0.65,10.81,138.03,23.68,950,99.18,36.0,Stormy
R00260,South,France,2023-01-11 19:00:00,4G,Orange,Smartphone,-90,91,126.95,17.03,1.12,0.16,5.87,124.62,49.57,503,99.57,17.7,Rainy
R00261,South,Germany,2023-01-11 20:00:00,5G,Telecom Italia,Router,-79,78,29.78,29.63,1.67,0.65,5.98,195.2,120.2,978,98.25,2.9,Rainy
R00262,East,Germany,2023-01-11 21:00:00,4G,Telecom Italia,Smartphone,-65,22,185.31,11.52,0.75,0.99,17.67,35.29,133.05,182,99.68,19.0,Stormy
R00263,Central,Netherlands,2023-01-11 22:00:00,4G,Deutsche Telekom,Smartphone,-79,24,105.25,20.73,0.15,0.27,6.92,153.47,65.08,672,99.75,-4.2,Stormy
R00264,North,Italy,2023-01-11 23:00:00,5G,Deutsche Telekom,Smartphone,-63,104,146.85,18.87,1.25,0.46,1.44,245.41,118.28,761,98.8,-3.3,Cloudy
R00265,West,Spain,2023-01-12 00:00:00,4G,Vodafone,Smartphone,-57,114,80.41,19.31,1.53,0.03,11.25,279.25,53.17,323,96.74,23.2,Rainy
R00266,North,Spain,2023-01-12 01:00:00,5G,Telecom Italia,Tablet,-59,97,68.12,22.24,0.59,0.43,19.45,172.51,78.77,650,95.75,27.5,Cloudy
R00267,West,Italy,2023-01-12 02:00:00,5G,Telecom Italia,Tablet,-92,102,87.83,4.6,1.38,0.41,2.5,50.14,7.93,67,97.59,1.2,Stormy
R00268,North,Germany,2023-01-12 03:00:00,5G,Deutsche Telekom,Tablet,-53,56,205.32,16.71,0.15,0.56,6.44,220.97,108.24,971,96.45,19.0,Stormy
R00269,Central,Germany,2023-01-12 04:00:00,4G,O2,Router,-82,103,112.36,15.52,0.72,0.26,9.92,240.94,109.21,901,95.59,29.8,Clear
R00270,West,France,2023-01-12 05:00:00,4G,Vodafone,Router,-83,71,84.81,10.6,0.95,0.33,16.78,66.92,19.53,325,96.97,34.7,Clear
R00271,East,Netherlands,2023-01-12 06:00:00,5G,Telecom Italia,Router,-69,85,113.91,13.37,1.56,0.61,6.11,206.48,57.03,920,97.4,16.3,Clear
R00272,North,Netherlands,2023-01-12 07:00:00,5G,Orange,Tablet,-72,82,17.75,15.8,0.68,0.91,7.53,279.85,75.11,409,98.31,0.5,Stormy
R00273,North,Netherlands,2023-01-12 08:00:00,4G,Orange,Smartphone,-69,26,223.75,9.97,0.91,0.24,8.31,218.46,117.25,942,96.11,-1.9,Rainy
R00274,West,France,2023-01-12 09:00:00,4G,O2,Tablet,-88,116,142.42,9.15,1.26,0.68,8.21,130.51,124.42,901,99.34,33.5,Stormy
R00275,East,Netherlands,2023-01-12 10:00:00,4G,Deutsche Telekom,Router,-57,72,35.16,22.28,1.25,0.52,4.81,138.4,109.28,926,95.93,-1.5,Stormy
R00276,East,Italy,2023-01-12 11:00:00,5G,Deutsche Telekom,Router,-75,25,79.22,2.47,1.04,0.1,18.4,33.07,36.3,821,99.99,31.8,Clear
R00277,Central,France,2023-01-12 12:00:00,5G,Deutsche Telekom,Smartphone,-55,26,246.05,9.73,0.66,0.57,16.07,162.57,56.67,71,97.78,14.7,Rainy
R00278,East,Italy,2023-01-12 13:00:00,4G,Orange,Tablet,-85,63,152.33,19.78,1.34,0.71,19.54,242.78,40.86,944,95.73,14.6,Cloudy
R00279,East,France,2023-01-12 14:00:00,4G,Deutsche Telekom,Smartphone,-65,37,79.94,6.66,1.67,0.6,8.05,293.76,97.39,266,99.17,18.3,Clear
R00280,East,Netherlands,2023-01-12 15:00:00,4G,Orange,Tablet,-69,73,112.32,17.38,0.31,0.1,1.86,125.8,98.87,902,96.27,1.1,Stormy
R00281,South,Italy,2023-01-12 16:00:00,5G,O2,Router,-54,48,72.03,9.41,0.68,0.85,3.19,136.26,7.34,515,95.94,28.4,Stormy
R00282,Central,Italy,2023-01-12 17:00:00,5G,Vodafone,Smartphone,-69,102,17.63,25.38,1.34,0.04,7.79,25.88,111.1,542,95.67,8.5,Rainy
R00283,North,Italy,2023-01-12 18:00:00,4G,Telecom Italia,Smartphone,-88,44,212.09,10.82,1.51,0.24,18.31,234.79,38.28,543,97.75,21.9,Cloudy
R00284,West,France,2023-01-12 19:00:00,4G,O2,Tablet,-63,82,80.19,7.27,1.56,0.62,19.64,217.83,121.2,250,99.4,-4.8,Rainy
R00285,North,Spain,2023-01-12 20:00:00,5G,Orange,Tablet,-84,87,211.22,16.14,1.31,0.22,16.62,126.85,125.76,314,99.49,7.7,Rainy
R00286,Central,Netherlands,2023-01-12 21:00:00,5G,O2,Tablet,-61,32,124.85,4.5,0.96,0.1,5.53,215.69,120.56,748,98.93,-3.2,Cloudy
R00287,West,Italy,2023-01-12 22:00:00,4G,Telecom Italia,Router,-62,51,53.89,24.03,1.29,0.51,13.53,190.68,64.18,338,97.91,9.1,Cloudy
R00288,Central,Spain,2023-01-12 23:00:00,4G,Vodafone,Tablet,-80,46,202.45,20.56,0.27,0.72,12.34,233.01,55.5,922,97.65,0.7,Clear
R00289,East,Netherlands,2023-01-13 00:00:00,4G,Telecom Italia,Router,-60,70,100.51,23.23,0.42,0.41,16.64,101.1,68.09,312,96.87,-1.8,Rainy
R00290,West,Netherlands,2023-01-13 01:00:00,5G,Orange,Tablet,-94,53,179.86,12.27,1.86,0.7,10.69,198.74,81.45,466,95.22,33.2,Clear
R00291,East,Italy,2023-01-13 02:00:00,4G,Telecom Italia,Tablet,-84,47,210.94,25.13,1.84,0.86,7.04,191.43,41.24,115,99.18,11.4,Rainy
R00292,North,Italy,2023-01-13 03:00:00,5G,O2,Router,-69,92,241.12,15.06,1.45,0.96,1.37,36.24,140.09,560,100.0,32.1,Rainy
R00293,North,France,2023-01-13 04:00:00,5G,Deutsche Telekom,Tablet,-79,91,30.6,3.29,0.65,0.23,16.11,91.48,78.09,505,99.6,35.2,Clear
R00294,West,Spain,2023-01-13 05:00:00,4G,O2,Router,-76,104,12.01,7.11,1.3,0.61,11.07,259.46,15.61,658,99.67,17.8,Clear
R00295,West,Spain,2023-01-13 06:00:00,4G,Orange,Router,-75,49,141.62,21.48,1.38,0.27,11.15,55.28,149.59,852,96.67,20.6,Rainy
R00296,Central,Italy,2023-01-13 07:00:00,5G,Vodafone,Tablet,-66,112,73.42,26.94,1.03,0.87,19.18,120.07,75.2,142,95.5,24.1,Stormy
R00297,Central,Netherlands,2023-01-13 08:00:00,4G,Telecom Italia,Tablet,-54,28,122.58,3.31,1.5,0.89,10.24,75.32,142.31,721,99.36,24.0,Cloudy
R00298,East,Italy,2023-01-13 09:00:00,5G,Vodafone,Smartphone,-76,32,27.44,25.99,0.06,0.32,7.0,50.65,61.59,818,98.82,18.9,Rainy
R00299,West,Netherlands,2023-01-13 10:00:00,4G,Orange,Tablet,-88,101,130.38,24.07,0.51,0.65,7.46,49.56,37.59,678,96.95,21.7,Clear
R00300,North,Netherlands,2023-01-13 11:00:00,4G,Telecom Italia,Smartphone,-78,83,39.97,11.02,1.59,0.89,1.22,110.91,111.85,912,99.17,14.8,Stormy
R00301,Central,Italy,2023-01-13 12:00:00,4G,O2,Tablet,-78,57,211.26,20.83,1.88,0.51,3.32,243.01,67.71,229,95.69,36.2,Rainy
R00302,Central,Germany,2023-01-13 13:00:00,4G,O2,Router,-78,41,192.28,6.02,1.75,0.72,1.83,290.23,132.81,84,98.26,27.5,Rainy
R00303,North,Spain,2023-01-13 14:00:00,5G,Orange,Router,-94,50,27.78,24.5,1.43,0.8,5.62,175.83,72.35,345,99.77,9.2,Stormy
R00304,Central,Netherlands,2023-01-13 15:00:00,5G,Telecom Italia,Smartphone,-84,118,210.72,19.89,0.33,0.87,2.23,194.22,54.06,477,99.55,10.1,Cloudy
R00305,East,Netherlands,2023-01-13 16:00:00,5G,O2,Tablet,-64,61,87.99,13.45,0.74,0.52,7.29,235.84,145.17,344,98.8,15.5,Cloudy
R00306,West,Germany,2023-01-13 17:00:00,4G,Orange,Smartphone,-54,81,94.69,26.0,0.1,0.94,3.4,201.92,125.4,581,96.33,-3.6,Cloudy
R00307,North,France,2023-01-13 18:00:00,5G,Orange,Tablet,-88,83,53.15,4.61,1.28,0.63,18.44,256.01,34.81,402,95.51,39.6,Clear
R00308,West,Germany,2023-01-13 19:00:00,5G,Vodafone,Tablet,-86,93,210.47,25.45,0.9,0.15,18.83,266.37,75.88,264,96.62,16.1,Cloudy
R00309,Central,Germany,2023-01-13 20:00:00,5G,O2,Router,-85,28,107.13,1.2,1.15,0.61,12.47,192.04,21.43,948,98.09,29.9,Stormy
R00310,Central,Netherlands,2023-01-13 21:00:00,4G,Telecom Italia,Smartphone,-82,114,21.72,22.72,1.96,0.3,16.3,164.59,20.62,102,96.58,2.1,Stormy
R00311,North,Spain,2023-01-13 22:00:00,5G,O2,Router,-70,63,241.9,17.41,0.8,0.37,13.87,123.4,128.74,189,97.07,22.4,Rainy
R00312,East,Germany,2023-01-13 23:00:00,4G,O2,Router,-66,82,71.41,21.05,0.61,0.81,16.41,143.86,140.11,697,97.02,12.2,Cloudy
R00313,South,France,2023-01-14 00:00:00,4G,O2,Router,-54,59,234.68,12.66,0.3,0.97,13.16,110.18,112.13,497,96.68,35.0,Clear
R00314,North,Italy,2023-01-14 01:00:00,5G,Orange,Smartphone,-92,107,82.3,26.0,0.29,0.87,9.17,133.82,148.44,730,99.62,37.0,Stormy
R00315,South,Germany,2023-01-14 02:00:00,4G,Deutsche Telekom,Tablet,-57,60,209.54,9.74,1.04,0.33,17.6,270.92,11.57,928,96.6,23.1,Clear
R00316,South,Germany,2023-01-14 03:00:00,5G,Deutsche Telekom,Tablet,-85,91,169.41,8.61,1.5,0.45,9.32,291.99,53.07,683,99.97,-2.3,Stormy
R00317,East,France,2023-01-14 04:00:00,5G,Vodafone,Smartphone,-72,69,216.71,9.4,1.13,0.98,8.53,114.84,24.16,700,96.05,16.0,Stormy
R00318,South,Spain,2023-01-14 05:00:00,5G,O2,Tablet,-74,39,244.27,23.34,1.75,0.92,12.86,73.97,118.39,75,99.36,-4.2,Stormy
R00319,South,Germany,2023-01-14 06:00:00,5G,Deutsche Telekom,Smartphone,-93,100,219.16,15.11,0.63,0.98,18.82,32.68,134.11,776,98.66,18.3,Clear
R00320,East,Germany,2023-01-14 07:00:00,5G,Vodafone,Smartphone,-59,111,106.88,16.34,1.19,0.43,9.4,252.71,69.83,599,98.34,17.6,Stormy
R00321,South,Spain,2023-01-14 08:00:00,4G,Orange,Tablet,-94,89,205.48,25.03,1.32,0.8,11.92,262.49,125.23,694,97.23,13.8,Stormy
R00322,South,France,2023-01-14 09:00:00,5G,O2,Router,-84,61,180.8,25.08,0.56,0.87,10.35,140.64,127.91,337,99.08,10.2,Stormy
R00323,South,Germany,2023-01-14 10:00:00,4G,Telecom Italia,Smartphone,-75,52,24.78,5.27,0.79,0.04,18.28,167.3,25.26,246,97.46,21.1,Clear
R00324,North,Spain,2023-01-14 11:00:00,5G,Orange,Smartphone,-91,111,233.14,16.72,1.18,0.27,13.86,224.55,59.66,161,95.68,3.0,Stormy
